time, position, , , velocity, , ,acceleration, , 
, x, y, s, x, y, s, x, y, s, 
0.0199999995529652, 0, 0, 0 , 0, 0, 0, 0, 0, 0
0.0399999991059303, -2.303065E-08, 0.1004551, 0.100455060601237 , -1.220297E-08, -0.09724762, 0.0972476154565819, -6.101486E-07, -4.862381, 4.86238098144535
0.0599999986588955, -2.371299E-08, 0.09740131, 0.0974013060331373 , -3.38938E-08, -0.1536886, 0.15368859469891, -1.084541E-06, -2.822049, 2.82204914093038
0.0799999982118607, -2.481187E-08, 0.09324715, 0.0932471528649363 , -5.476617E-08, -0.2085084, 0.208508446812637, -1.043619E-06, -2.740993, 2.74099278450032
0.0999999977648258, -2.63335E-08, 0.08803396, 0.0880339592695276 , -7.593877E-08, -0.2613002, 0.261300235986721, -1.05863E-06, -2.63959, 2.63958954811117
0.119999997317791, -2.828516E-08, 0.0818107, 0.0818106979131747 , -9.74691E-08, -0.3116755, 0.311675459146515, -1.076517E-06, -2.518761, 2.51876115798973
0.139999996870756, -3.067521E-08, 0.07463356, 0.07463356107474 , -1.194113E-07, -0.3592667, 0.359266668558141, -1.097112E-06, -2.37956, 2.37956047058131
0.159999996423721, -3.351299E-08, 0.0665655, 0.0665654987096871 , -1.418161E-07, -0.4037308, 0.403730839490915, -1.120239E-06, -2.223209, 2.22320866584806
0.179999995976686, -3.680877E-08, 0.05767572, 0.0576757229864715 , -1.647303E-07, -0.444751, 0.444750994443924, -1.145708E-06, -2.051008, 2.05100774765047
0.199999995529652, -4.057363E-08, 0.04803913, 0.0480391308665447 , -1.881963E-07, -0.4820393, 0.482039272785224, -1.173301E-06, -1.864414, 1.86441397666968
0.219999995082617, -4.481942E-08, 0.03773572, 0.0377357192337779 , -2.122522E-07, -0.5153384, 0.515338420867964, -1.202795E-06, -1.664957, 1.66495740413709
0.239999994635582, -4.955864E-08, 0.02684993, 0.0268499348313074 , -2.369312E-07, -0.5444236, 0.544423580169729, -1.233949E-06, -1.454258, 1.45425796508841
0.259999994188547, -5.480435E-08, 0.01547, 0.0154699981213587 , -2.622615E-07, -0.5691041, 0.569104135036529, -1.266513E-06, -1.234028, 1.23402774334019
0.279999993741512, -6.057005E-08, 0.003687227, 0.00368722691250423 , -2.88266E-07, -0.5892244, 0.589224398136209, -1.300226E-06, -1.006013, 1.00601315498436
0.299999993294477, -6.68696E-08, -0.008404704, 0.00840470381107706 , -3.149623E-07, -0.6046654, 0.604665398597799, -1.334817E-06, -0.77205, 0.772050023080072
0.319999992847443, -7.37171E-08, -0.0207105, 0.0207104999573351 , -3.423628E-07, -0.6153443, 0.615344345569706, -1.370023E-06, -0.5339473, 0.533947348596423
0.339999992400408, -8.112678E-08, -0.03313395, 0.0331339538098375 , -3.70474E-07, -0.6212161, 0.62121605873119, -1.40556E-06, -0.2935857, 0.29358565807679
0.359999991953373, -8.911288E-08, -0.0455787, 0.0455786995590604 , -3.992972E-07, -0.6222724, 0.622272431850561, -1.44116E-06, -0.05281866, 0.0528186559873735
0.379999991506338, -9.768957E-08, -0.05794899, 0.0579489879310955 , -4.288281E-07, -0.6185424, 0.618542373180538, -1.476543E-06, 0.1865029, 0.186502933508042
0.399999991059303, -1.068708E-07, -0.07015037, 0.0701503679157117 , -4.590569E-07, -0.6100914, 0.610091388225728, -1.511444E-06, 0.4225492, 0.422549247744402
0.419999990612268, -1.166703E-07, -0.08209042, 0.0820904150606031 , -4.899689E-07, -0.5970207, 0.597020685672961, -1.545598E-06, 0.6535351, 0.653535127641598
0.439999990165234, -1.271012E-07, -0.09367944, 0.0936794430018334 , -5.215438E-07, -0.579466, 0.579465985298391, -1.578746E-06, 0.877735, 0.877735018731583
0.459999989718199, -1.381764E-07, -0.1048311, 0.104831129312606 , -5.537566E-07, -0.5575967, 0.557596683502472, -1.610641E-06, 1.093465, 1.09346508979916
0.479999989271164, -1.49908E-07, -0.1154632, 0.115463212132551 , -5.865776E-07, -0.5316138, 0.531613826752033, -1.64105E-06, 1.299143, 1.29914283752545
0.499999988824129, -1.623075E-07, -0.125498, 0.125498026609526 , -6.199728E-07, -0.5017484, 0.501748442650224, -1.669758E-06, 1.493269, 1.49326920509432
0.519999988377094, -1.753856E-07, -0.1348631, 0.134863093495483 , -6.539036E-07, -0.4682598, 0.468259781599501, -1.69654E-06, 1.674433, 1.67443311214533
0.539999987930059, -1.891522E-07, -0.1434916, 0.143491640687114 , -6.88328E-07, -0.4314327, 0.431432723999573, -1.721219E-06, 1.841353, 1.84135293960652
0.559999987483025, -2.036162E-07, -0.1513231, 0.151323065161842 , -7.232003E-07, -0.3915757, 0.391575664282513, -1.743615E-06, 1.992853, 1.99285304546432
0.57999998703599, -2.187857E-07, -0.1583034, 0.158303365111502 , -7.584719E-07, -0.349018, 0.349017977715363, -1.763581E-06, 2.127884, 2.1278843879707
0.599999986588955, -2.346675E-07, -0.1643855, 0.164385467767883 , -7.940915E-07, -0.3041071, 0.304107129574859, -1.780981E-06, 2.245543, 2.24554252624582
0.61999998614192, -2.512676E-07, -0.1695296, 0.169529557228275 , -8.300054E-07, -0.2572061, 0.257206141950039, -1.795692E-06, 2.345049, 2.34504938125679
0.639999985694885, -2.685908E-07, -0.1737033, 0.173703312874048 , -8.66158E-07, -0.2086903, 0.208690315486798, -1.807629E-06, 2.425791, 2.425791263581
0.65999998524785, -2.866406E-07, -0.1768822, 0.176882162690395 , -9.024923E-07, -0.1589447, 0.158944696190535, -1.816719E-06, 2.487281, 2.48728108406133
0.679999984800816, -3.054196E-07, -0.1790493, 0.179049342870973 , -9.389507E-07, -0.1083605, 0.10836051404883, -1.82292E-06, 2.529209, 2.52920913696355
0.699999984353781, -3.249291E-07, -0.180196, 0.180195972323711 , -9.754747E-07, -0.05733268, 0.0573326796376244, -1.826197E-06, 2.551392, 2.55139183998173
0.719999983906746, -3.451692E-07, -0.1803211, 0.18032106757197 , -1.012006E-06, -0.006256491, 0.00625649102766351, -1.826561E-06, 2.553809, 2.55380940437382
0.739999983459711, -3.66139E-07, -0.1794315, 0.179431527853386 , -1.048486E-06, 0.04447559, 0.044475585234603, -1.824026E-06, 2.536604, 2.53660392761296
0.759999983012676, -3.878361E-07, -0.177542, 0.177541971207089 , -1.084859E-06, 0.0944766, 0.0944765955272018, -1.818609E-06, 2.500051, 2.50005054473943
0.779999982565641, -4.102575E-07, -0.1746746, 0.174674570560937 , -1.121067E-06, 0.1433683, 0.14336830378017, -1.810406E-06, 2.444586, 2.44458556175299
0.799999982118607, -4.333986E-07, -0.1708589, 0.17085887491758 , -1.157056E-06, 0.1907837, 0.190783694389991, -1.799486E-06, 2.37077, 2.3707695007331
0.819999981671572, -4.572541E-07, -0.1661315, 0.166131451726589 , -1.192776E-06, 0.2363701, 0.236370116475254, -1.785975E-06, 2.279321, 2.27932119369577
0.839999981224537, -4.818176E-07, -0.1605356, 0.160535618663557 , -1.228175E-06, 0.2797917, 0.279791653158976, -1.769968E-06, 2.171077, 2.17107677459789
0.859999980777502, -5.070818E-07, -0.154121, 0.154120996595263 , -1.263208E-06, 0.3207314, 0.320731371643647, -1.751624E-06, 2.046986, 2.04698586464003
0.879999980330467, -5.330384E-07, -0.1469431, 0.146943107248319 , -1.297829E-06, 0.3588941, 0.358894139530621, -1.731081E-06, 1.908138, 1.90813839435656
0.899999979883432, -5.596784E-07, -0.1390629, 0.139062941075498 , -1.332E-06, 0.3940082, 0.394008159639703, -1.708554E-06, 1.755701, 1.75570106506431
0.919999979436398, -5.86992E-07, -0.1305464, 0.130546391011604 , -1.365684E-06, 0.4258272, 0.425827234985634, -1.684185E-06, 1.590954, 1.59095382690519
0.939999978989363, -6.14969E-07, -0.1214637, 0.121463730932839 , -1.398849E-06, 0.4541322, 0.454132199289569, -1.658219E-06, 1.415248, 1.41524827480413
0.959999978542328, -6.435983E-07, -0.1118891, 0.111889064313832 , -1.431465E-06, 0.4787329, 0.478732883932346, -1.630821E-06, 1.230034, 1.23003423214067
0.979999978095293, -6.728685E-07, -0.1018997, 0.101899683477716 , -1.46351E-06, 0.4994688, 0.499468803407906, -1.602263E-06, 1.036796, 1.03679597377901
0.999999977648258, -7.027678E-07, -0.09157546, 0.0915754586485172 , -1.494965E-06, 0.5162106, 0.516210556032438, -1.572732E-06, 0.8370876, 0.837087631227063
1.01999997720122, -7.332841E-07, -0.08099825, 0.0809982493552975 , -1.525814E-06, 0.5288599, 0.528859913351353, -1.54248E-06, 0.6324679, 0.63246786594579
1.03999997675419, -7.644051E-07, -0.0702512, 0.0702512040775879 , -1.556049E-06, 0.5373515, 0.537351489069331, -1.511745E-06, 0.4245788, 0.424578785898993
1.05999997630715, -7.961183E-07, -0.05941816, 0.0594181641989636 , -1.585664E-06, 0.5416518, 0.541651844980653, -1.480754E-06, 0.2150178, 0.215017795567843
1.07999997586012, -8.284115E-07, -0.04858296, 0.0485829562019404 , -1.61466E-06, 0.5417602, 0.54176020622494, -1.449763E-06, 0.005418062, 0.00541806240404651
1.09999997541308, -8.612723E-07, -0.0378288, 0.0378287993469532 , -1.64304E-06, 0.5377079, 0.5377078652407, -1.419011E-06, -0.202617, 0.202617049222193
1.11999997496605, -8.946886E-07, -0.02723764, 0.0272376407084779 , -1.670814E-06, 0.5295579, 0.529557943346752, -1.388719E-06, -0.4074961, 0.407496094706041
1.13999997451901, -9.286485E-07, -0.01688955, 0.0168895535426334 , -1.697997E-06, 0.5174044, 0.517404437067911, -1.35912E-06, -0.6076753, 0.607675313951105
1.15999997407198, -9.631406E-07, -0.006862123, 0.0068621226330992 , -1.724606E-06, 0.5013716, 0.501371562483893, -1.330449E-06, -0.8016437, 0.801643729211004
1.17999997362494, -9.981538E-07, 0.002770119, 0.00277011952651005 , -1.750663E-06, 0.4816121, 0.481612086299263, -1.30288E-06, -0.9879738, 0.987973809243108
1.19999997317791, -1.033678E-06, 0.01193624, 0.0119362445995759 , -1.776197E-06, 0.4583063, 0.458306252959832, -1.276675E-06, -1.165292, 1.16529166698526
1.21999997273088, -1.069703E-06, 0.02056945, 0.020569451181093 , -1.801236E-06, 0.4316604, 0.431660383943501, -1.251982E-06, -1.332294, 1.3322935104376
