time, position, , , velocity, , ,acceleration, , 
, x, y, s, x, y, s, x, y, s, 
0.0199999995529652, 0, 0, 0 , 0, 0, 0, 0, 0, 0
0.0399999991059303, -2.302926E-08, 0.1004438, 0.100443795323375 , -1.213342E-08, -0.0978108, 0.0978108048439033, -6.066708E-07, -4.89054, 4.89054012298588
0.0599999986588955, -2.361811E-08, 0.09675664, 0.0967566445469885 , -2.921959E-08, -0.1853587, 0.185358703136446, -8.543087E-07, -4.377395, 4.37739515304574
0.0799999982118607, -2.45283E-08, 0.0913251, 0.0913251042366061 , -4.533156E-08, -0.2723778, 0.272377789020542, -8.055988E-07, -4.350955, 4.35095453262337
0.0999999977648258, -2.576209E-08, 0.08416388, 0.0841638818383256 , -6.154669E-08, -0.3587014, 0.358701378107076, -8.107564E-07, -4.31618, 4.31617975234993
0.119999997317791, -2.732216E-08, 0.07529084, 0.0752908363938381 , -7.788937E-08, -0.4441645, 0.444164544343955, -8.171338E-07, -4.273159, 4.27315855026253
0.139999996870756, -2.921165E-08, 0.06472696, 0.0647269561886853 , -9.438361E-08, -0.5286041, 0.528604149818429, -8.247121E-07, -4.221981, 4.22198057174691
0.159999996423721, -3.143418E-08, 0.05249633, 0.0524963252246474 , -1.110531E-07, -0.6118593, 0.611859321594248, -8.334762E-07, -4.162759, 4.16275882720956
0.179999995976686, -3.399377E-08, 0.03862613, 0.0386261343956143 , -1.279213E-07, -0.6937718, 0.693771839141857, -8.434075E-07, -4.095626, 4.09562587738046
0.199999995529652, -3.689492E-08, 0.02314661, 0.0231466069817837 , -1.45011E-07, -0.7741862, 0.774186193943037, -8.544859E-07, -4.020718, 4.0207176208497
0.219999995082617, -4.014257E-08, 0.00609096, 0.0060909599998426 , -1.623448E-07, -0.8529502, 0.852950155735031, -8.666895E-07, -3.938198, 3.9381980895997
0.239999994635582, -4.374206E-08, -0.01250466, 0.0125046577305367 , -1.799446E-07, -0.929915, 0.92991495132448, -8.799915E-07, -3.84824, 3.84823989868174
0.259999994188547, -4.769917E-08, -0.03260121, 0.0326012112200609 , -1.978319E-07, -1.004936, 1.004935503006, -8.943658E-07, -3.751028, 3.75102758407603
0.279999993741512, -5.202011E-08, -0.05415691, 0.0541569069028151 , -2.160276E-07, -1.077871, 1.0778708457947, -9.097818E-07, -3.646767, 3.64676713943493
0.299999993294477, -5.671145E-08, -0.0771272, 0.0771272033453196 , -2.345517E-07, -1.148584, 1.14858412742617, -9.262081E-07, -3.535664, 3.53566408157361
0.319999992847443, -6.178018E-08, -0.1014649, 0.101464949548263 , -2.53424E-07, -1.216943, 1.21694302558902, -9.436114E-07, -3.417945, 3.41794490814222
0.339999992400408, -6.723364E-08, -0.1271205, 0.127120479941386 , -2.726632E-07, -1.28282, 1.28282046318057, -9.619598E-07, -3.293872, 3.29387187957778
0.359999991953373, -7.307955E-08, -0.1540416, 0.154041647911089 , -2.922874E-07, -1.346094, 1.34609389305118, -9.812098E-07, -3.163671, 3.16367149353043
0.379999991506338, -7.932595E-08, -0.182174, 0.182174012064951 , -3.123139E-07, -1.406646, 1.4066462516785, -1.001325E-06, -3.027618, 3.02761793136613
0.399999991059303, -8.598123E-08, -0.2114609, 0.211460873484629 , -3.327592E-07, -1.464366, 1.46436560153965, -1.022269E-06, -2.885967, 2.88596749305743
0.419999990612268, -9.30541E-08, -0.2418434, 0.241843417286891 , -3.536391E-07, -1.519146, 1.51914620399479, -1.043995E-06, -2.73903, 2.73903012275716
0.439999990165234, -1.005535E-07, -0.2732609, 0.273260891437549 , -3.749683E-07, -1.570888, 1.57088804245, -1.066456E-06, -2.587092, 2.58709192276023
0.459999989718199, -1.084888E-07, -0.3056506, 0.3056505918503 , -3.967606E-07, -1.619497, 1.6194971799851, -1.089616E-06, -2.430457, 2.43045687675501
0.479999989271164, -1.168694E-07, -0.3389481, 0.338948100805303 , -4.190291E-07, -1.664886, 1.6648856401444, -1.113426E-06, -2.269423, 2.26942300796536
0.499999988824129, -1.257052E-07, -0.3730874, 0.373087376356146 , -4.417858E-07, -1.706972, 1.70697200298315, -1.137836E-06, -2.104318, 2.10431814193756
0.519999988377094, -1.35006E-07, -0.4080009, 0.408000886440299 , -4.650418E-07, -1.745681, 1.74568140506751, -1.162799E-06, -1.93547, 1.93547010421788
0.539999987930059, -1.447822E-07, -0.4436197, 0.44361969828608 , -4.888071E-07, -1.780946, 1.78094565868384, -1.188266E-06, -1.763213, 1.76321268081705
0.559999987483025, -1.55044E-07, -0.4798737, 0.47987368702891 , -5.13091E-07, -1.812703, 1.81270325183876, -1.214192E-06, -1.58788, 1.58787965774583
0.57999998703599, -1.658021E-07, -0.5166916, 0.516691625118282 , -5.379013E-07, -1.8409, 1.84089970588692, -1.240517E-06, -1.409823, 1.40982270240838
0.599999986588955, -1.77067E-07, -0.5540013, 0.554001331329374 , -5.632452E-07, -1.865488, 1.86548769474038, -1.267193E-06, -1.229399, 1.22939944267338
0.61999998614192, -1.888496E-07, -0.5917298, 0.591729819774658 , -5.891286E-07, -1.886426, 1.88642609119425, -1.294171E-06, -1.04692, 1.04691982269367
0.639999985694885, -2.011607E-07, -0.6298034, 0.629803419113191 , -6.155566E-07, -1.903682, 1.90368211269389, -1.321399E-06, -0.8628011, 0.862801074982701
0.65999998524785, -2.140114E-07, -0.668148, 0.668147981166874 , -6.425329E-07, -1.917229, 1.91722941398631, -1.348815E-06, -0.6773651, 0.677365064622315
0.679999984800816, -2.274126E-07, -0.7066889, 0.706688940525092 , -6.700603E-07, -1.927049, 1.9270489215852, -1.376372E-06, -0.4909754, 0.490975379945777
0.699999984353781, -2.413754E-07, -0.7453515, 0.745351493358651 , -6.981407E-07, -1.933129, 1.93312895298017, -1.404018E-06, -0.3040016, 0.304001569751167
0.719999983906746, -2.559109E-07, -0.7840608, 0.784060776233715 , -7.267746E-07, -1.935465, 1.93546497821821, -1.431695E-06, -0.1168013, 0.11680126191063
0.739999983459711, -2.710301E-07, -0.8227419, 0.822741925716445 , -7.559617E-07, -1.93406, 1.93405950069442, -1.459352E-06, 0.07027388, 0.0702738762053385
0.759999983012676, -2.867441E-07, -0.8613204, 0.861320376396227 , -7.857004E-07, -1.928923, 1.92892289161698, -1.486939E-06, 0.2568305, 0.256830453876985
0.779999982565641, -3.030639E-07, -0.8997218, 0.899721801281026 , -8.159883E-07, -1.920072, 1.92007195949572, -1.514394E-06, 0.4425466, 0.442546606066434
0.799999982118607, -3.200003E-07, -0.9378724, 0.937872409820611 , -8.468219E-07, -1.907531, 1.9075310230257, -1.541682E-06, 0.6270468, 0.627046823503482
0.819999981671572, -3.375643E-07, -0.975699, 0.975699007511197 , -8.781964E-07, -1.891331, 1.89133131504079, -1.568722E-06, 0.8099854, 0.809985399247735
0.839999981224537, -3.557664E-07, -1.013129, 1.01312923431403 , -9.101061E-07, -1.871511, 1.87151122093223, -1.595487E-06, 0.9910047, 0.991004705430362
0.859999980777502, -3.746173E-07, -1.050092, 1.05009150505073 , -9.425445E-07, -1.848116, 1.84811604023004, -1.621919E-06, 1.169759, 1.1697590351116
0.879999980330467, -3.941274E-07, -1.086515, 1.08651542663581 , -9.755038E-07, -1.821198, 1.82119798660304, -1.647965E-06, 1.345903, 1.34590268135172
0.899999979883432, -4.143069E-07, -1.122332, 1.12233173847206 , -1.008975E-06, -1.790816, 1.79081571102171, -1.673578E-06, 1.519114, 1.51911377906892
0.919999979436398, -4.351658E-07, -1.157472, 1.15747237205514 , -1.04295E-06, -1.757034, 1.75703442096741, -1.698709E-06, 1.689065, 1.68906450271692
0.939999978989363, -4.567142E-07, -1.191871, 1.19187092781076 , -1.077416E-06, -1.719926, 1.71992611885105, -1.723299E-06, 1.855415, 1.8554151058205
0.959999978542328, -4.789614E-07, -1.225462, 1.22546231746683 , -1.112362E-06, -1.679569, 1.67956864833869, -1.74731E-06, 2.017874, 2.01787352562026
0.979999978095293, -5.019169E-07, -1.258183, 1.2581832408906 , -1.147776E-06, -1.636046, 1.63604640960734, -1.770712E-06, 2.176112, 2.17611193656993
0.999999977648258, -5.255898E-07, -1.289972, 1.28997218608867 , -1.183645E-06, -1.58945, 1.5894495248799, -1.793444E-06, 2.329844, 2.32984423637459
1.01999997720122, -5.499889E-07, -1.32077, 1.32076966762554 , -1.219954E-06, -1.539874, 1.53987383842517, -1.815465E-06, 2.478784, 2.47878432273931
1.03999997675419, -5.751227E-07, -1.350518, 1.35051810741437 , -1.256689E-06, -1.487421, 1.48742079734855, -1.836736E-06, 2.622652, 2.62265205383365
1.05999997630715, -6.009993E-07, -1.379162, 1.37916207313551 , -1.293833E-06, -1.432197, 1.43219733238279, -1.857222E-06, 2.761173, 2.76117324829164
1.07999997586012, -6.276267E-07, -1.406648, 1.40664839744582 , -1.331371E-06, -1.374315, 1.37431526184147, -1.876879E-06, 2.894104, 2.8941035270697
1.09999997541308, -6.550124E-07, -1.432926, 1.43292617797867 , -1.369284E-06, -1.313892, 1.31389164924693, -1.89566E-06, 3.021181, 3.02118062973082
1.11999997496605, -6.831635E-07, -1.457947, 1.45794713497178 , -1.407555E-06, -1.251048, 1.25104784965594, -1.913554E-06, 3.14219, 3.14218997955381
1.13999997451901, -7.120868E-07, -1.481665, 1.48166537284868 , -1.446165E-06, -1.18591, 1.18590998649685, -1.930505E-06, 3.256893, 3.25689315795956
1.15999997407198, -7.417887E-07, -1.504037, 1.50403749942798 , -1.485095E-06, -1.118608, 1.11860823631385, -1.946501E-06, 3.365088, 3.36508750915584
1.17999997362494, -7.722751E-07, -1.525023, 1.52502298355122 , -1.524325E-06, -1.049277, 1.04927682876698, -1.961507E-06, 3.46657, 3.46657037735041
1.19999997317791, -8.035519E-07, -1.544584, 1.54458403587362 , -1.563835E-06, -0.9780533, 0.978053271771728, -1.975502E-06, 3.561178, 3.56117796897943
1.21999997273088, -8.35624E-07, -1.562686, 1.56268560886405 , -1.603604E-06, -0.9050789, 0.905078947545519, -1.988445E-06, 3.648716, 3.64871621131951
1.23999997228384, -8.684962E-07, -1.579296, 1.57929551601434 , -1.643611E-06, -0.8304982, 0.830498158933359, -2.000326E-06, 3.729039, 3.72903943061882
